Heat_Shock_05_minutes_hs_1,Heat_Shock_10_minutes_hs_1,Heat_Shock_15_minutes_hs_1,Heat_Shock_20_minutes_hs_1,Heat_Shock_30_minutes_hs_1,Heat_Shock_40_minutes_hs_1,Heat_Shock_60_minutes_hs_1,Heat_Shock_80_minutes_hs_1,Heat_Shock_000_minutes_hs_2,Heat_Shock_000_minutes__hs_2,Heat_Shock_000_minutes__hs_2.1,Heat_Shock_005_minutes__hs_2,Heat_Shock_015_minutes__hs_2,Heat_Shock_030inutes__hs_2,Heat_Shock_060_minutes__hs_2,37C_to_25C_shock___15_min,37C_to_25C_shock___30_min,37C_to_25C_shock___45_min,37C_to_25C_shock___60_min,37C_to_25C_shock___90_min,heat_shock_17_to_37_20_minutes,heat_shock_21_to_37_20_minutes,heat_shock_25_to_37_20_minutes,heat_shock_29_to_37_20_minutes,heat_shock_33_to_37_20_minutes,29C_to_33C___5_minutes,29C_to_33C___15_minutes,29C_to_33C___30_minutes,33C_vs_30C___90_minutes,29C_Plus1M_sorbitol_to_33C_Plus_1M_sorbitol___5_minutes,29C_Plus1M_sorbitol_to_33C_Plus_1M_sorbitol___15_minutes,29C_Plus1M_sorbitol_to_33C_Plus_1M_sorbitol___30_minutes,29C_Plus1M_sorbitol_to_33C_Plus_NO_sorbitol___5_minutes,29C_Plus1M_sorbitol_to_33C_Plus_NO_sorbitol___15_minutes,29C_Plus1M_sorbitol_to_33C_Plus_NO_sorbitol___30_minutes,constant_0point32_mM_H2O2_10_min_redo,constant_0point32_mM_H2O2_20_min_redo,constant_0point32_mM_H2O2_30_min_redo,constant_0point32_mM_H2O2_40_min_rescan,constant_0point32_mM_H2O2_50_min_redo,constant_0point32_mM_H2O2_60_min_redo,constant_0point32_mM_H2O2_80_min_redo,constant_0point32_mM_H2O2_100_min_redo,constant_0point32_mM_H2O2_120_min_redo,constant_0point32_mM_H2O2_160_min_redo,1_mM_Menadione_10_minredo,1_mM_Menadione_20_min_redo,1_mM_Menadione_30_min_redo,1mM_Menadione_40_min_redo,1_mM_Menadione_50_minredo,1_mM_Menadione_80_min_redo,1_mM_Menadione_105_min_redo,1_mM_Menadione_120_minredo,1_mM_Menadione_160_min_redo,2point5mM_DTT_005_min_dtt_1,2point5mM_DTT_015_min_dtt_1,2point5mM_DTT_030_min_dtt_1,2point5mM_DTT_045_min_dtt_1,2point5mM_DTT_060_min_dtt_1,2point5mM_DTT_090_min_dtt_1,2point5mM_DTT_120_min_dtt_1,2point5mM_DTT_180_min_dtt_1,dtt_000_min__dtt_2,dtt_015_min_dtt_2,dtt_030_min__dtt_2,dtt_060_min_dtt_2,dtt_120_min_dtt_2,dtt_240_min_dtt_2,dtt_480_min_dtt_2,1point5_mM_diamide_5_min,1point5_mM_diamide_10_min,1point5_mM_diamide_20_min,1point5_mM_diamide_30_min,1point5_mM_diamide_40_min,1point5_mM_diamide_50_min,1point5_mM_diamide_60_min,1point5_mM_diamide_90_min,1M_sorbitol___5_min,1M_sorbitol___15_min,1M_sorbitol___30_min,1M_sorbitol___45_min_,1M_sorbitol___60_min,1M_sorbitol___90_min,1M_sorbitol___120_min,Hypo_osmotic_shock___5_min,Hypo_osmotic_shock___15_min,Hypo_osmotic_shock___30_min,Hypo_osmotic_shock___45_min,Hypo_osmotic_shock___60_min,steady_state_1M_sorbitol,aa_starv_0point5_h,aa_starv_1_h,aa_starv_2_h,aa_starv_4_h,aa_starv_6_h,Nitrogen_Depletion_30_minpoint,Nitrogen_Depletion_1_h,Nitrogen_Depletion_2_h,Nitrogen_Depletion_4_h,Nitrogen_Depletion_8_h,Nitrogen_Depletion_12_h,Nitrogen_Depletion_1_d,Nitrogen_Depletion_2_d,Nitrogen_Depletion_3_d,Nitrogen_Depletion_5_d,Diauxic_Shift_Timecourse___0_h,diauxic_shift_timecourse_9point5_h,diauxic_shift_timecourse11point5_,diauxic_shift_timecourse_13point5_h,diauxic_shift_timecourse_15point5_h,diauxic_shift_timecourse_18point5_h,diauxic_shift_timecourse_20point5_h,YPD_2_h_ypd_2,YPD_4_h_ypd_2,YPD_6_h_ypd_2,YPD_8_h_ypd_2,YPD_10_h__ypd_2,YPD_12_h_ypd_2,YPD_1_d_ypd_2,YPD_2_d_ypd_2,YPD_3_d_ypd_2,YPD_5_d_ypd_2,YPD_stationary_phase_2_h_ypd_1,YPD_stationary_phase_4_h_ypd_1,YPD_stationary_phase_8_h_ypd_1,YPD_stationary_phase_12_h_ypd_1,YPD_stationary_phase_1_d_ypd_1,YPD_stationary_phase_2_d_ypd_1,YPD_stationary_phase_3_d_ypd_1,YPD_stationary_phase_5_d_ypd_1,YPD_stationary_phase_7_d_ypd_1,YPD_stationary_phase_13_d_ypd_1,YPD_stationary_phase_22_d_ypd_1,YPD_stationary_phase_28_d_ypd_1,DBY7286_37degree_heat___20_min,DBYmsn2_4__37degree_heat___20_min,DBYmsn2/4_real_strain_Plus_37degrees_20_min,DBYyap1__37degree_heat___20_min_redo,DBYyap1_Plus_37degree_heat_repeat,DBY7286_Plus_0point3_mM_H2O2_20_min,DBYmsn2msn4_good_strain_Plus_0point32_mM_H2O2,DBYmsn2/4_real_strain_Plus_0point32_mM_H2O2_20_min,DBYyap1__Plus_0point3_mM_H2O2_20_min,DBYyap1_Plus_0point32_mM_H2O2_20_min,Msn2_overexpression_repeat,Msn4_overexpression,YAP1_overexpression,ethanol_vs_reference_pool_car_1,galactose_vs_reference_pool_car_1,glucose_vs_reference_pool_car_1,mannose_vs_reference_pool__car_1,raffinose_vs_reference_pool_car_1,sucrose_vs_reference_pool_car_1,YP_ethanol_vs_reference_pool_car_2,YP_fructose_vs_reference_pool_car_2,YP_galactose_vs_reference_pool_car_2,YP_glucose_vs_reference_pool_car_2,YP_mannose_vs_reference_pool_car_2,YP_raffinose_vs_reference_pool_car_2,YP_sucrose_vs_reference_pool_car_2,17_deg_growth_ct_1,21_deg_growth_ct_1,25_deg_growth_ct_1,29_deg_growth_ct_1,37_deg_growth_ct_1,steady_state_15_dec_C_ct_2,steady_state_17_dec_C_ct_2,steady_state_21_dec_C_ct_2,steady_state_25_dec_C_ct_2,steady_state_29_dec_C_ct_2,steady_state_33_dec_C_ct_2,steady_state_36_dec_C_ct_2,steady_state_36_dec_C_ct_2_repeat_hyb,classification
0.054158,1.210027,0.638525,0.693625,0.950976,0.867993,-3.893155,0.84133,0.787828,-0.243929,-0.987973,-0.105262,0.520075,-0.365103,0.393477,-1.282795,-0.463536,-0.387464,-1.295102,-1.277426,0.110498,0.112933,0.117082,0.273974,0.091953,-0.233155,-2.460449,0.428333,-0.398608,0.12596,0.144829,0.104281,-0.701919,-0.162467,0.069867,0.968681,0.637598,1.3576,0.283752,0.569432,0.814619,-1.412095,-0.564762,-1.141515,-1.765748,0.277916,0.436937,0.217198,0.211064,0.456485,0.355832,0.448389,0.072756,0.733056,1.550867,1.718584,-0.146266,1.239716,0.158121,-0.141721,0.403065,0.234684,-0.155826,-0.55846,0.140191,0.033123,0.68642,0.030566,-0.065011,0.186845,0.709318,0.673667,0.637505,0.7026,1.535831,0.905594,1.688281,0.419995,-0.230737,0.473947,0.018444,0.057634,-1.000048,-0.296686,-0.844982,-1.130487,-0.833189,-0.352022,-1.946047,-1.446318,0.070955,-0.75339,0.456722,0.151039,0.07756,0.072376,0.355758,0.254124,0.051522,0.169176,0.37419,0.235461,0.24643,0.217618,0.277907,-0.020139,0.271746,-0.429618,0.604643,0.139986,-0.034012,0.391818,0.60692,0.186684,0.446485,-0.050092,0.207634,0.198209,0.368595,-0.120512,0.619714,0.445913,-0.15712,-0.465889,0.0,0.500605,0.523154,0.262686,0.251268,0.465325,0.602561,0.91001,0.776942,0.475652,0.010397,0.747445,-0.008048,0.3893,0.328805,1.141094,0.649354,0.353543,0.33029,0.208186,-0.064581,0.621484,0.200029,0.325369,-0.100985,-1.601882,-0.414616,-1.234327,-1.889244,0.22302,-0.433434,-0.833139,0.101835,-0.573963,-0.022174,-0.098557,-0.74547,-0.424867,-0.677598,-0.698139,-0.591783,-1.01194,0.146618,0.321932,-0.465824,-0.925801,-0.67535,-0.516711,-0.0,01.04@10.03.01@10.03.02@14.07.03
-0.28594,0.088003,0.457365,-0.283244,-0.015228,0.654602,-0.486985,-0.410548,-0.040831,0.490289,-0.369253,-0.875901,0.387969,-0.176362,0.456532,0.099346,-0.39832,0.115514,-0.330246,2.335614,0.581484,0.529666,0.328608,0.28287,-0.265198,-0.102674,-0.168444,-0.483516,0.737018,-0.356529,-0.548208,-1.257254,-0.71849,-0.58728,-0.76523,0.913169,-0.208231,1.069462,0.748776,0.474131,-0.804946,-2.887309,-1.748101,-2.696858,-2.828577,0.077355,0.3846,0.251063,-0.328189,0.317929,0.073364,-0.348682,0.193061,-0.256939,-0.0,-1.50546,0.0,0.0,3.67703,2.856686,0.0,3.17064,0.810301,-1.675656,-2.67156,-0.994319,0.57381,1.095585,3.478744,-0.0,-0.0,0.0,0.0,-1.998886,-0.0,0.0,0.0,0.779914,0.356731,0.258624,0.768944,0.862142,0.424402,0.370685,0.045148,-0.430104,-0.721425,-0.779544,-0.946501,-3.12506,-0.322603,-0.881547,0.308005,-0.219925,0.045407,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.885183,1.843049,1.576769,1.810566,1.694091,0.770842,0.133731,0.087292,-0.639754,0.548131,0.010243,0.128572,-0.338667,-0.657665,-0.788286,-0.220168,-0.768278,-0.053934,-0.245856,0.0,0.545609,0.223703,0.082455,-0.117258,-0.0,0.397998,0.848153,0.560559,0.553276,-0.389274,0.037859,-0.974569,0.575537,0.057967,0.153511,0.085635,-0.237002,-0.221774,0.324951,0.423531,-0.33348,0.150079,0.735481,1.902982,1.122185,0.929916,0.747489,0.964495,-0.953776,0.16172,-0.130037,-0.086362,0.464957,-0.269434,0.697636,-0.184825,0.913991,-1.871095,-5.600811,-0.0,-0.387405,-3.017196,1.179424,0.528312,1.200036,1.119926,0.533087,-0.0,01.06.10@11.02.03.01@11.02.03.04@30.01@32.01.07
0.108574,0.308874,0.419623,0.330327,0.0,0.453066,-0.523221,0.340579,0.603681,-0.742148,-0.273007,0.489232,0.506864,0.372703,0.582643,-0.117684,0.006022,-1.314004,-0.45238,0.755886,-0.073801,0.019527,-0.181972,-0.179675,0.091953,0.784599,0.698801,2.089201,0.33324,-0.12422,0.988527,0.7425,1.38602,0.465517,0.195131,0.482949,0.094596,0.0,0.497412,0.521782,0.330611,-1.208618,-0.274964,-1.329229,-1.534698,0.54533,0.053131,0.064804,-0.024859,-0.2165,-0.258952,0.306687,0.794585,0.953055,-0.335526,0.862819,0.0,0.159422,-1.901729,-1.690897,-0.09425,-0.502376,-0.990953,-0.994865,-0.690553,0.055955,0.198443,-0.13121,0.308016,0.075548,0.145171,0.285698,0.310319,0.09832,0.069177,-0.05621,-0.273932,-0.389823,-0.353695,-0.495008,0.018444,-0.248845,-0.34261,-0.392025,-0.004303,-0.058025,0.228572,0.695406,-0.151989,0.024581,-0.267688,-0.141084,-0.082378,-0.929595,-0.726275,-0.226161,-0.014324,-0.273138,-0.283469,0.089534,0.22968,0.26786,0.033133,0.156121,0.316349,-0.925461,-0.276382,-1.119313,0.099838,-0.378049,-0.767849,-0.124356,1.149141,-1.101021,0.21496,0.144323,0.099822,0.096638,0.265969,-0.240008,0.403911,0.750731,-1.154585,-0.905956,0.0,-0.013726,-0.022904,0.246301,0.356561,0.520773,0.348407,0.552613,0.395089,0.313935,0.148215,0.422218,0.475212,0.681959,0.286041,-0.213961,0.085635,0.742439,-0.512863,0.103097,0.208277,1.093072,-0.182919,0.636488,-0.976669,-0.762715,0.089584,-0.330003,-1.381249,0.22302,-0.526427,0.221514,1.115207,0.34766,0.50767,0.01254,0.255681,-0.197942,-0.855353,-2.674216,-1.360483,-0.171219,0.467005,0.836427,0.367101,-0.188844,1.074476,-0.516711,0.775157,01.04@10.03.02@11@14.07.03@32.01
0.353444,0.361883,0.887621,1.129583,0.0,0.749442,0.708798,0.783551,-0.593271,-0.51926,-0.547994,-1.360303,0.757865,0.475653,-0.342169,1.66425,0.579926,0.671438,0.023941,0.28666,0.281145,0.702108,0.678721,1.038952,1.43435,0.210481,0.776233,-0.646347,-0.44908,0.17957,1.365178,-0.661582,0.640328,0.169995,-0.20154,0.816022,0.491405,0.736994,0.057524,0.791802,0.442305,-0.318402,0.256331,-0.122497,-0.818444,0.0,1.274332,0.454255,0.211064,-0.038357,0.389063,0.873493,1.1555,-0.0,0.107366,-0.371074,-0.503215,-0.865941,0.381271,0.757802,0.088971,-0.846338,-0.237701,0.523823,0.821828,-0.377854,-0.0,0.017084,-0.144946,0.031029,0.324047,0.562819,0.441193,0.264201,-0.517485,-1.076306,-1.033499,0.180049,0.657296,0.025357,-0.571236,-0.478704,0.716598,0.593142,0.045148,-0.539539,-0.18123,0.118252,-0.382654,0.344341,-0.267688,0.456982,-0.863144,-1.784425,-0.838812,-0.061451,0.427719,-0.564519,-0.702207,0.071836,0.500637,-0.05613,-0.10633,-0.135986,-0.045009,-0.531843,-1.811143,-2.028457,1.025314,0.065981,0.53412,-0.059835,-0.296781,-0.428339,0.9773,0.808016,0.904818,0.546453,0.698464,0.800313,1.208799,0.247782,-0.225911,0.194211,0.0,0.777057,0.443887,0.688687,0.717566,0.964359,0.602561,0.820661,0.936048,0.727931,0.561668,0.185689,0.029125,0.642051,0.528371,-0.122093,0.269172,0.713632,-0.041099,-0.048697,-0.188883,0.371936,-0.615817,1.51328,1.700902,0.463761,0.728236,1.921185,1.278257,0.466989,-1.214574,0.026208,0.116312,-1.42856,0.578316,0.290282,1.457063,0.891299,0.795229,-0.473016,-0.250138,0.981768,-0.934685,0.640429,0.044678,-1.379313,1.165376,-0.174916,-0.243395,10.01.03@11.02.03.01@16.03.01@42.16
0.013346,0.459066,0.495107,-0.339757,0.097931,0.607181,0.473265,0.783551,0.373498,0.647622,0.208219,-0.391499,0.242653,0.115329,0.981993,-0.414673,-0.098325,-0.466882,1.025437,0.505633,0.001284,0.120118,-0.021504,0.211709,0.005744,-0.428877,-0.385256,-0.646347,0.358476,-0.481619,-0.849529,-1.704007,-0.917341,-0.901272,-1.224532,-0.0,0.0,0.0,-0.269249,-5.069227,0.0,0.0,0.0,0.0,0.0,-0.457474,0.053131,-0.561705,-0.580964,-0.810311,0.0,0.0,-0.0,-0.0,-0.0,0.902622,0.607294,1.129855,0.741745,0.92438,0.088971,-0.084709,0.564675,0.593647,0.608817,0.512596,0.949177,0.124934,1.054069,0.008769,-0.25386,-0.046847,0.103101,0.228655,0.292667,0.599566,0.781021,0.060076,-1.132432,-0.6565,-0.249592,0.862142,-0.050414,-0.233127,-0.399917,-0.692747,-0.721425,-0.330646,-0.177619,-0.854761,-0.679551,-0.952745,0.02916,0.183296,-0.099283,-0.66882,-0.538608,-0.300888,0.185518,-0.64494,-1.639923,-1.708477,-1.435332,-1.642647,-1.459686,1.436248,2.0623,1.263271,-0.292788,-0.05736,-0.874374,-1.081431,0.290625,-0.082389,-0.530439,-1.035576,-0.503925,-0.759461,-1.705916,-2.081658,-1.479992,-1.758936,0.977927,0.441748,0.0,-0.515198,-0.384006,-0.884238,-1.440943,-0.816914,-1.077334,-0.567689,-1.081412,-1.018616,-0.568437,-0.154321,-0.825873,-0.528583,-0.954114,-0.133577,-0.294547,-0.10737,0.149615,-0.37564,-0.864965,-1.376867,0.05018,-0.070602,1.33042,0.386299,0.274457,0.285707,0.546146,-1.312555,0.403502,0.143391,0.261079,0.800093,-0.481372,0.938345,-0.365033,-0.152557,-0.068152,1.027802,-0.762605,0.237131,-0.073647,1.326423,0.74326,0.831558,0.938126,0.093637,-0.0,10.03.01.01.11@10.03.02@10.03.04.05@10.03.04.09@41.01.01@42.04@42.10
0.135782,0.547415,0.487558,0.185007,0.080522,-0.0,-0.486985,-0.31425,0.250734,0.280513,0.469457,-0.215353,0.282285,0.183962,0.540606,0.464871,0.227757,-0.08303,0.671249,0.724605,0.404011,0.436261,0.31402,0.380716,0.486051,-0.063529,0.125799,-0.043875,1.166032,-0.21357,-0.156491,-0.278651,-0.005939,0.576337,-0.347682,0.052729,-0.343982,-0.060926,0.560253,-0.034142,-0.004471,-0.191229,-0.685511,0.333379,0.221281,1.057875,0.105469,0.115602,0.379581,0.139786,-0.292183,-0.313257,-0.167853,0.476391,1.51806,0.20607,0.190853,0.708724,1.308203,1.190905,0.834943,0.664635,0.45005,0.366717,-0.392337,0.855076,0.817799,0.812479,1.293872,0.89915,0.805635,0.49631,0.724754,0.797389,0.907265,0.920167,0.907616,0.959874,-0.490316,-0.477064,0.66173,0.440733,-0.415658,-0.106009,0.267681,0.467263,0.265827,0.054123,0.001787,-0.183263,0.180785,0.200668,-0.212506,-0.107023,-0.21182,-0.442343,-0.425527,-0.411891,-0.551462,-0.441411,-0.827052,-0.728408,-0.81185,-0.689453,-0.736971,1.593695,0.783333,1.137872,1.558163,1.595418,0.463104,0.21976,-1.042335,-0.197706,0.000375,-0.2311,-0.43205,-0.592594,-0.91423,-0.83749,-1.153371,-0.885125,1.390671,1.129353,1.250851,0.153431,-0.110978,-0.351738,-0.350407,-0.983259,-1.15792,-1.536785,-1.845119,-1.665485,0.161997,-0.19867,-0.212505,0.229668,0.114986,0.256863,0.33472,0.295929,0.340328,0.068068,0.47204,0.187231,0.333228,-0.466572,0.791538,0.257197,0.644203,-0.002907,-0.051496,-0.666753,0.515093,-0.266751,-0.028455,1.101715,-0.075158,1.142022,0.996533,0.550911,0.16039,0.677611,-0.271491,0.813624,0.907536,0.517931,0.071547,0.293012,-0.31175,1.265504,0.054718,10.03.01@10.03.03@10.03.05.01@10.03.05.03@11.02.03.04@14.04@14.07.04@16@20.01.10@20.09.07@20.09.14.02@20.09.16.09.03@20.09.18.09.01@32.01.03@40.01@42.01@42.04@42.10.03@42.29@43.01.03.05@43.01.03.09
0.09497,0.317709,0.404527,0.629039,0.350362,0.512341,0.527619,0.764292,-0.255669,0.254291,0.043227,-0.281408,0.40118,0.630078,0.603661,-0.471786,-0.424407,-0.29481,-0.183686,-0.245129,0.499574,0.651812,0.678721,0.692044,0.818572,-0.12877,0.280665,-0.092724,0.509892,0.17957,0.039367,0.42339,-0.039081,0.465517,0.424782,-0.585662,0.480963,0.41561,0.37173,-0.034142,0.349227,1.080507,-0.927009,0.708807,0.660275,0.500761,0.768406,1.063831,0.649207,0.496072,0.538605,0.147273,0.448709,0.898055,0.484645,0.783213,1.400514,1.496056,2.063481,1.973822,1.881922,1.659667,0.302675,0.139787,0.523612,0.238611,1.155629,0.340634,-0.491328,0.209105,0.241488,0.296783,0.321225,0.27605,0.264731,0.191527,0.548931,-0.17987,0.575324,0.778989,0.28648,0.479043,0.132207,0.910938,-0.251562,-0.211234,-0.18123,-0.074133,-0.408283,0.216437,0.382141,0.371544,0.02916,0.199425,0.302634,0.587094,0.294078,0.267999,0.403262,-0.025504,-0.176755,-0.307222,-0.368849,-0.343536,-0.444809,-1.004184,-0.057131,0.228728,0.632688,0.139986,0.297398,0.069209,0.60692,0.551854,0.08508,-0.0635,-0.072677,-0.258861,-0.012587,-0.13457,-0.325153,-0.331372,0.565183,0.909319,0.735727,0.056994,-0.375199,-0.441853,-0.418095,-0.123812,-0.265282,-0.230911,-0.005858,0.003437,0.437632,1.176153,1.27445,0.469116,0.542625,0.142028,0.190513,0.195104,0.45074,0.033038,-0.210106,-0.248987,0.266629,-0.21202,0.387377,0.450851,0.442523,-0.541653,0.411677,-0.322325,0.589488,-0.071445,0.043928,-0.573963,0.172102,-0.154105,0.075474,-0.039094,0.490506,0.377448,0.34774,0.21311,0.887512,-0.070064,0.770129,0.746524,0.392725,1.192263,0.25346,20.09.07.03
1.822667,0.0,1.642457,1.12151,0.0,-0.0,-0.26957,-0.0,0.143315,-1.476366,-2.211664,-0.523609,0.916392,0.132487,-2.023646,-2.116648,-1.128744,-5.562849,-1.649289,-1.293067,1.632671,0.996695,1.313299,1.047847,0.055006,-0.0,0.203232,-1.835007,-0.802386,0.03661,-0.337284,-1.257254,-0.18822,-0.365638,-1.64208,-0.585662,0.836002,0.0,-0.319522,-0.06591,0.460921,0.139423,0.111432,0.387012,1.19169,0.211062,-1.708887,-2.000981,-1.170772,-0.335262,-1.903912,-7.238916,-1.100215,-1.998597,-2.303936,-2.082604,-1.11796,-1.213832,-1.11212,-0.841349,-0.879484,0.074987,-1.678705,-0.890128,-2.139031,-1.496624,-1.021501,0.515891,-0.83771,-1.37132,-0.460255,0.274613,0.332131,-0.399322,-0.517485,-0.799423,-1.117895,0.390002,0.302083,-0.064361,-0.571236,1.55172,-0.0,0.0,-0.820256,-1.239922,0.0,-0.0,-2.586782,-1.893982,1.004512,-0.696431,0.679798,-1.639266,-1.079962,-0.359988,1.157604,-0.162135,-0.216471,0.071836,0.319999,0.737645,-0.024293,0.840268,1.361981,-3.444617,-1.518807,-1.150663,-0.433012,-0.427385,0.699825,0.671413,-2.149369,-1.446972,1.248354,0.955503,-0.216426,0.307035,-0.034578,0.336386,0.584719,1.329885,-3.596656,-3.683877,-1.730628,0.918498,0.981137,0.303648,0.161017,1.775289,1.259642,1.782883,1.114247,0.844367,-0.664909,0.318736,0.029125,0.761774,-0.954114,0.831039,-1.435095,-0.121774,-0.4426,-0.632524,-1.298506,-0.689136,0.083479,-0.113027,0.707338,-1.201664,-0.112096,1.382439,-1.11231,0.280424,-2.628066,0.377759,-1.302409,-1.395046,0.401701,-1.74649,-0.74547,0.165138,-0.576024,-0.648111,0.369092,-1.228125,-1.235048,-1.46655,-1.701777,-2.513093,0.37,-0.614366,-0.0,01.04@01.05@01.06@32.01
2.679714,2.455739,2.231228,1.97728,1.943293,-0.0,1.324808,-0.0,-1.790223,-0.0,-2.28041,0.819506,1.973237,1.059035,-1.68735,-1.933886,-1.402653,-1.287531,-1.270675,-0.79256,1.960313,1.830163,1.838467,1.741664,1.360457,0.171337,1.240829,-0.434667,0.308003,1.805738,0.747471,0.189376,2.313993,-0.6981,-0.472946,1.315633,1.13883,0.61509,-0.231544,1.093589,4.872839,2.377678,0.691027,2.425048,2.115889,-0.279198,0.820743,-1.069685,-0.715777,-0.077944,-1.75437,-0.756074,0.328404,-0.586937,-0.0,2.554448,0.0,0.0,-0.0,0.224751,2.562458,0.0,-0.499702,-0.92504,-0.733156,-1.724944,0.048296,1.324766,0.521174,-0.0,-0.0,0.0,0.0,-3.468115,-0.0,-1.600927,0.0,0.330015,0.397717,0.043301,0.66173,0.134254,1.775805,0.180007,0.366584,-1.524453,-0.18123,-0.266518,0.181193,0.120509,1.72756,0.044031,0.456722,-0.558631,-0.517278,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-2.381848,-1.263014,-0.868515,-0.236699,0.115318,2.865829,1.305878,-0.658262,0.071367,1.570231,1.310814,-0.388925,0.408606,0.046056,0.385591,0.526394,1.512776,-2.117655,-2.033627,-0.934526,1.207809,0.76976,0.868918,0.612273,1.331703,1.296835,-0.0,1.381544,1.491236,-0.389274,-0.124755,-0.342613,0.735169,-0.113089,0.693237,1.147525,0.641614,0.430665,5.17071,0.241626,0.112563,-0.349418,-0.805976,0.707338,-1.03383,0.896303,1.978908,0.411677,0.050806,-0.935596,0.221514,-2.388165,-0.456666,0.242748,-1.07991,1.417017,-5.825686,0.0,0.427475,-6.741383,-0.21926,-0.794516,-1.613549,0.474575,0.122945,1.119926,0.996951,0.626101,20.01.13@20.03.01
0.0,0.0,0.487558,0.427206,0.0,-0.0,-0.0,-0.0,0.327462,-0.781481,-0.657989,1.171798,0.454022,0.630078,1.066067,-0.140529,-0.463536,-1.247822,-0.513447,-0.761278,0.711176,0.400335,0.576605,0.576408,0.707732,-0.96385,-0.694986,-1.444215,0.00517,-0.803279,-0.261954,-0.980692,-1.016767,-0.033176,-1.454184,0.635608,1.692274,0.005567,-0.709137,1.188891,3.27189,3.242459,1.632869,2.90774,2.092784,-0.502043,0.436937,-0.155321,-0.092266,0.694009,0.339216,-0.047566,0.28329,0.439724,-2.303936,-0.988021,0.369328,-0.53636,-0.150857,0.291383,0.690984,0.787479,-1.98983,-2.094604,-3.331895,-1.656448,-0.383377,2.228011,2.83927,-0.45868,-0.212581,0.352207,0.768379,0.809238,1.633608,1.546797,1.371795,-0.029904,0.110814,0.420117,0.688534,1.168621,1.812329,0.434244,-0.820256,-1.458792,-0.442014,-1.207065,-1.459089,-0.902725,0.583496,0.286106,-0.045199,-0.139281,-0.147514,-0.215867,0.150157,-0.023382,-0.785955,0.071836,0.572892,0.964437,1.050395,1.07088,0.869919,-2.736104,-1.738059,-0.993914,-0.993906,-1.266109,0.510448,0.488601,-1.494185,0.378879,0.41825,1.196846,1.630751,1.801581,2.450436,1.664905,0.421409,0.837096,-1.56733,-0.548402,-0.075985,1.014935,1.34224,2.064996,1.589995,1.345565,1.290636,1.294899,1.203346,0.77968,-0.223893,-0.124755,-0.212505,0.655353,0.870482,0.808072,-0.64851,-0.121774,0.781979,0.897101,-0.864965,-0.148775,-1.015415,1.145593,-0.774588,-1.627703,-1.204528,-1.542182,-1.187015,1.155845,-0.563624,-1.047976,-1.38927,-1.646398,-0.446049,-1.228039,0.015405,0.959376,-0.017365,-0.723152,0.753442,0.0,-0.213816,-1.123554,-2.427228,-0.954146,-0.607175,0.118051,-0.044653,01.03.04@01.07.01
-0.462791,0.0,0.004464,-0.614249,0.0,0.595326,1.469751,-0.0,0.250734,-0.348817,-0.602991,-0.963974,-0.616034,0.30407,1.759676,-1.30564,-1.246133,-1.737565,-0.59894,-0.933327,0.499574,-0.073879,0.190022,0.380716,-0.20362,-0.559358,-0.261364,-0.206705,-0.348136,-0.785409,-0.487944,-0.512665,-0.652206,-0.180937,-0.68172,0.607851,0.950868,0.526432,-1.199297,1.204774,2.490031,1.919853,1.101573,1.62056,1.076165,-1.259718,-0.71448,-1.306742,-0.378744,-0.117532,-0.524804,-1.269742,-0.634034,-0.421938,-0.0,-2.440831,-1.316265,-0.316639,-1.026293,-0.441561,-0.513041,0.664635,-1.269329,-1.501094,-2.202935,-1.56512,0.68642,1.432616,0.467884,-0.45868,0.213969,0.197019,0.626598,0.892178,1.689481,1.983981,2.574443,0.300022,-0.066792,0.025357,-0.195985,1.81989,0.972268,-0.106009,-0.053755,-1.283696,-0.553778,-0.30927,-1.049018,-1.254461,-0.322603,-0.31196,0.921464,-0.107023,0.865319,0.370913,0.60248,1.128268,1.140242,0.151478,0.654179,0.802443,1.230877,0.963261,1.254342,-2.185039,-0.678343,-0.523667,0.015704,0.485343,0.569628,0.886486,-1.245667,-0.159267,0.384369,1.558861,1.041379,1.155879,1.31422,0.582408,1.068818,0.801534,-0.053934,-2.088635,-1.355992,0.706337,0.752145,0.893495,0.552105,1.17229,1.867132,2.559534,1.776126,1.187208,-0.637345,0.62918,0.029125,-0.023082,-0.768803,2.335379,2.563377,-0.035352,0.701679,-0.025344,-0.940759,-0.807032,0.433128,0.49507,0.353696,-1.627703,-2.397801,-0.964954,-2.26277,1.285006,-1.939919,0.787901,-1.51956,-2.232885,0.595978,-1.894619,-0.465148,0.255908,0.185783,0.527529,0.497209,-0.339363,-0.093671,-0.976555,-1.164406,-0.330567,-0.379925,-0.248158,-0.0,01.07.01@16.01@32.01
