cln3_1,cln3_2,clb2_2,clb2_1,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_80,cdc15_90,cdc15_100,cdc15_110,cdc15_120,cdc15_130,cdc15_140,cdc15_150,cdc15_160,cdc15_170,cdc15_180,cdc15_190,cdc15_200,cdc15_210,cdc15_220,cdc15_230,cdc15_240,cdc15_250,cdc15_270,cdc15_290,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_110,cdc28_120,cdc28_130,cdc28_140,cdc28_150,cdc28_160,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390,classification
0.000549,-0.131829,-0.714408,-0.366097,0.027033,0.19824,0.097108,-0.40622,-0.430808,-0.587669,0.678554,-0.178736,0.736758,0.355101,0.621754,-1.639467,0.010634,-0.007984,0.618434,0.432222,-0.582418,-0.090628,-0.0,0.254016,0.017416,0.344283,0.482765,-1.580338,0.177895,1.084418,0.266442,0.376119,-0.491946,-0.499741,-0.144303,-0.239406,-0.320833,0.606832,0.703586,-0.030137,0.53689,0.320438,0.24064,-0.775635,-0.742876,-0.728995,0.226459,-0.639796,-0.127749,-0.564709,0.861772,-1.193928,-0.135129,1.151839,0.390082,1.254789,0.150938,-0.526618,-0.408279,0.0,-0.214998,-0.827181,0.044988,0.142717,0.157396,-0.342446,1.310873,0.21899,-0.182259,0.981977,-0.863958,0.064552,-1.097604,-1.718981,0.448587,-0.794488,1.316792,11.02.03.01.07@11.04.02@11.04.03.01@11.04.03.05@16.03.03
0.142209,-0.370961,-1.171936,-0.763604,-0.46015,-1.348548,0.768698,-0.684462,0.081244,-0.961114,0.501006,-0.303041,0.49631,-0.169281,1.806591,0.252685,-0.65487,-0.007984,0.502079,0.836434,-0.010612,0.143351,-0.0,0.524764,0.619598,-0.277165,-0.315087,0.230226,-0.20151,0.069731,-0.509844,0.008019,-0.855339,-0.333624,-0.067326,-0.637248,0.509776,0.236371,-0.329544,-0.487141,-0.298345,0.918485,0.095076,0.425568,0.055429,-0.251592,-0.403476,0.472654,1.028886,-0.409298,-0.328271,-0.826369,0.391664,-0.499647,-0.456813,0.55464,-0.115537,-0.146966,-0.046495,0.518014,0.0,0.292633,-0.467996,0.009815,0.297289,-0.994146,-0.156379,0.420611,-0.000943,-0.831439,0.097376,1.535676,0.990845,0.379707,-0.913042,-0.196811,-0.302388,10.03.01.01.11@10.03.04.09@42.04.05
1.806711,-1.646329,-0.050993,-0.0,0.027033,0.772761,0.656766,0.861326,0.629872,0.271253,0.678554,0.981446,-0.144886,-1.330413,-0.793468,-1.236882,0.581066,-2.383848,0.269368,-0.780415,-0.963621,0.650305,-0.582109,-0.2488,-0.412714,-0.82404,1.796873,-1.603852,-0.984032,-1.345491,1.4513,-1.227745,1.884087,-1.911737,2.524223,-3.194803,1.340385,0.0,2.081093,-2.029532,1.307876,1.454665,2.507275,-1.162462,-1.051897,-1.393207,2.458228,-0.511436,0.519183,0.290052,-0.121307,-1.024285,-0.486324,-0.952473,-1.115508,0.924163,-0.095039,0.437113,-0.046495,-0.971069,-1.428637,0.0,0.0,-2.131375,1.47239,-1.304479,-0.687087,-3.957443,-4.1712,-1.364797,2.479812,4.2736,2.737548,-1.283404,2.695274,3.474637,2.722923,01.05.06.07@01.07.01@02.16.13@02.45@42.01
-1.433756,-0.912992,0.132018,0.09766,0.319343,-1.48113,-2.561265,-0.962704,0.008094,0.719387,0.820593,0.981446,0.175712,1.36641,-1.254238,1.017598,-0.559798,1.037397,-0.932972,1.402331,0.637434,1.820199,2.567144,2.555369,1.651911,0.170278,0.623562,0.018602,0.059331,0.416861,-0.979702,-0.176031,0.542327,-1.081151,-0.529187,-2.086529,-0.801712,0.0,-0.354142,-0.087262,-0.533924,0.547283,-0.84069,-0.429525,-1.747194,-0.978074,-1.393373,0.943306,1.518986,-0.383396,0.577197,-0.260894,1.591582,0.672375,-0.582278,0.535191,-0.709983,-0.906269,-1.460744,0.0,0.459245,-0.723013,-0.097508,-1.215832,0.101439,-0.0,-0.250033,3.387319,1.781993,0.093048,0.139173,-0.58928,-0.414112,0.656892,-1.832141,-1.022175,-0.217168,12.01@42.01
-0.601505,-1.439082,-1.080431,0.561418,-0.922974,2.275355,0.740715,-0.158894,-1.162312,-1.969415,-1.238965,-1.256049,-1.226903,1.291498,0.029335,0.333202,-1.510519,-0.055501,0.036657,1.442752,1.018637,0.845287,-1.544937,-0.790295,-1.315988,-1.395772,1.233684,-1.556825,0.889278,-1.585812,0.981442,-1.043695,1.91204,-1.468758,2.036703,-1.773939,1.209236,0.0,0.728185,-1.829592,0.622555,0.712262,2.777608,-0.001979,0.003925,0.080515,-0.259491,-0.810942,-0.068937,-0.901433,-0.897422,-0.176073,-0.369259,-0.233278,0.295983,1.604864,0.704388,0.641541,0.578406,0.624377,-0.349847,-0.827181,0.215982,2.402042,0.688989,-0.0,2.091326,-1.826022,-2.116291,-3.000428,-1.574509,-0.630145,-2.768363,-5.48078,1.503849,2.080056,4.384713,01.05@02.16
-1.575416,-1.152124,2.213771,-0.056926,0.027033,0.065658,-0.042806,0.181179,-0.577109,-1.185181,-0.138167,-0.303041,-1.387202,0.579837,-0.628907,1.138374,0.248314,-0.625709,-0.040913,2.37244,0.599313,-0.051631,-0.0,-0.0,-0.0,-0.674892,1.233684,-1.03952,0.367597,-0.704636,0.940585,-0.938523,0.402561,-1.441072,-0.016009,-0.949838,-0.080393,0.0,0.014833,-0.772769,1.28646,0.650395,0.698126,-0.551682,0.0,0.0,2.962176,3.232386,2.675622,1.274323,1.896592,0.078391,-0.04733,-1.05902,-1.052775,-1.001248,-0.996957,-1.198309,-1.460744,-0.261982,-4.327886,-1.660532,-3.517397,1.604633,1.024732,-0.0,1.560618,-0.241858,-0.756424,0.093048,-1.449118,-0.711874,-0.490055,-2.986113,-0.606675,-0.111428,-0.515438,01.01.03.02.01@01.01.03.02.02@01.02@02.10@42.01
-0.265063,-1.646329,-0.0,0.185995,0.051392,0.286628,0.432903,0.0,-0.467383,0.308598,1.99241,1.644408,1.097431,-0.656207,-1.912481,-0.753779,-0.41719,-1.813641,1.083856,-1.912209,0.25623,0.221344,-0.802757,0.466747,2.404639,2.482065,4.284293,-1.392228,0.486161,-2.920927,-0.101273,-1.595845,0.318701,-0.0,2.703835,-1.546601,2.170994,-2.118702,1.441536,-3.257732,1.179379,0.176081,0.656536,-2.50618,-2.236478,-1.289424,1.018377,-0.062178,-0.362997,5.133699,6.216967,4.913203,1.21112,-0.419736,-1.586005,-0.203855,-2.103856,-2.512488,0.216622,-6.041043,-1.394925,-4.941848,-0.923981,-0.211687,0.46516,0.340287,0.905037,0.852656,0.301249,0.519734,-0.571378,0.309739,-0.79383,0.4985,-0.504553,-0.680645,-1.836349,20.01.01.07@20.03
-2.283715,-0.673861,0.932692,0.185995,0.027033,0.993731,0.125091,-0.591715,-1.308612,-2.342859,-1.345493,-0.841698,1.818776,0.504925,-0.530171,0.41372,-1.320374,0.704776,0.618434,1.806543,0.675554,0.260341,-0.0,-0.0,-0.0,-1.594636,-0.831343,-1.086548,0.81814,-0.143888,0.695442,-0.202324,-0.631712,-1.081151,0.035309,-0.694083,-0.167826,0.0,-0.08356,0.369742,1.072297,0.980352,0.490178,0.568083,0.0,0.0,-0.1695,-0.511436,0.872054,1.144813,1.663758,-0.260894,0.713593,0.37937,-1.115508,-0.067715,-0.709983,-0.526618,-0.474058,0.0,-0.316135,-0.749055,-0.097508,-0.108319,0.521118,-0.0,0.280675,0.651035,-1.481686,-0.724768,-0.529581,-0.180635,0.800986,-0.05587,0.959198,0.116258,-0.771098,01.03.01.03
0.460943,-0.115887,0.520917,1.290179,0.465498,0.19824,-0.042806,0.83041,-0.467383,0.196564,0.714064,1.188622,1.377954,-1.105678,-0.793468,-0.230417,-0.322118,-0.007984,0.230583,-0.61873,-0.734899,-1.299517,-0.0,-0.0,-0.99339,-1.097477,0.57663,-1.486283,0.699576,-0.090483,1.144871,-0.938523,0.57028,-0.721231,0.112286,0.101601,0.684641,0.0,0.383808,-1.001271,1.586288,0.031725,0.406999,-0.938509,0.0,0.0,1.054373,-0.511436,-0.441413,0.056936,0.370233,-2.126962,-0.515591,0.858833,0.515548,0.710229,0.335421,0.641541,0.512627,-2.318335,-0.012725,0.0,0.0,0.999193,0.744946,0.247187,0.467984,0.017369,-1.119055,-0.049181,-1.156538,-1.93781,0.990845,-0.491447,-0.402431,-0.566802,0.635032,01.04@10.03.01@10.03.03@14.07.03
2.762914,1.876877,-0.417015,-0.719437,-0.070403,-0.486766,0.432903,-0.777209,0.337271,-0.625014,-0.138167,1.271492,-0.385334,0.804572,-0.003577,1.138374,-1.320374,0.657258,-0.196054,0.553485,-0.353696,-0.28561,-0.0,0.447407,0.017416,0.120562,0.506231,0.488878,-0.770617,1.111121,0.184727,0.428705,-1.358499,-0.555114,-0.426551,0.130018,-0.911002,0.315756,0.383808,-0.544267,0.172813,0.650395,-0.487178,0.730958,-0.51111,-0.687481,1.882288,-0.703976,-0.853097,1.222519,-1.932242,-5.717728,0.128268,-0.632831,1.20561,1.040855,1.872781,1.37164,-0.013605,2.928911,0.897504,-2.988684,-0.183005,0.630022,-0.010476,-1.707913,-1.030486,-1.221159,-0.51467,-1.151454,-1.072944,1.249624,1.028817,0.300511,2.01446,0.002415,1.657673,01.06@10.01.09.05
2.30252,2.689924,-0.234004,-1.094859,-3.894791,-5.50278,-3.09294,-1.673766,3.482736,4.267111,2.91566,1.810148,-1.868098,-1.405325,-4.018857,-0.592745,3.433227,6.786988,4.496951,5.201926,0.21811,-0.246613,-2.427531,-1.602537,2.77025,3.700104,2.406995,0.465364,-1.624278,-3.53508,-3.798847,-3.015658,-0.659666,2.68417,3.345307,4.90412,2.783022,2.432676,0.752783,0.284054,-1.069331,-2.401709,-2.04679,-1.590009,-0.408103,0.599431,-1.411371,-2.479617,0.754431,1.274323,2.517485,-1.335297,0.362398,-0.659468,-2.4329,-0.339996,0.601897,0.0,0.446848,1.368919,2.717962,0.605139,-0.610491,-2.323344,-1.577277,0.371321,-2.934791,-1.048341,1.328704,1.977579,3.942711,3.047664,1.864196,1.567643,1.333645,-0.026046,-2.688549,10.01.09.05@11.02.03.04@16.03.01
0.76197,0.473971,-0.279757,0.053493,-1.142206,-0.994997,0.181057,0.243011,-0.101632,0.15922,0.074891,0.028439,-0.425409,0.467469,-0.925117,0.896822,-0.987622,0.752293,-0.040913,1.846964,1.24736,0.260341,0.721722,0.524764,-0.154636,-0.053444,-0.010026,0.55942,-0.984032,-0.410911,-0.591559,-4.882451,0.48642,2.656484,0.00965,2.431817,0.007039,1.215447,0.285415,0.426868,-0.169847,0.320438,1.321971,0.507005,0.544712,-4.091571,-1.267386,-0.062178,0.499579,-0.564709,0.73242,0.050117,0.74286,0.166275,-0.017682,-0.028818,0.232931,-0.292986,0.34818,0.73074,0.0,0.13638,-0.781486,-1.141997,-1.829085,-1.335513,-1.748503,-0.961933,0.784757,0.484177,1.978246,1.57654,1.484478,0.4985,1.06132,1.795447,0.166322,01.06.02.01@20.03
0.531773,0.0,-0.0,-0.631102,-0.557586,0.70647,0.153074,-0.313473,-0.723409,-0.400947,-0.812849,1.520102,-0.826156,0.72966,-0.859292,0.212427,-1.558055,1.370018,-0.54512,-0.578309,1.018637,1.547223,0.501074,0.505425,0.877676,-0.625176,2.50086,-0.757355,0.841853,-0.037078,0.532013,-1.359209,0.150981,-0.0,-0.837094,0.272104,-0.036677,-2.145164,-0.427937,1.255189,0.643971,-0.442588,1.633893,-1.325337,-1.1034,-0.895048,2.386235,-2.094538,0.695619,1.507439,-2.630746,0.0,0.0,-0.0,-6.353708,-0.0,0.0,0.0,0.0,0.0,0.0,4.17292,0.614969,-0.211687,-0.234305,-0.435546,-0.811959,-0.875524,0.573223,-0.404753,1.518478,0.881843,-0.110337,-0.333055,0.857075,-0.196811,0.975912,01.01.06.05@01.05.13.03@11.06.02@12.04.01@12.10
0.372406,-0.195597,-0.57715,0.009325,0.002674,-1.414839,-0.994224,-1.364609,-1.016011,0.009842,0.749573,1.727278,-0.425409,0.205278,-0.892204,0.534495,-0.607334,2.510433,-0.428765,0.351379,1.857285,1.58622,-0.0,1.201632,-0.0,-0.252307,0.787826,-0.404647,0.81814,0.283349,0.246013,-0.465252,-0.0,-0.139821,0.24058,-0.466745,0.160046,-0.081167,-0.108159,-1.572527,0.601139,0.87724,-0.133666,-1.019947,-0.639869,-1.081858,0.100472,0.622407,-0.323789,-0.383396,1.042866,-0.204347,0.889191,0.432643,0.013684,-0.359444,-0.300021,-0.46821,-0.178053,0.0,-0.214998,0.006169,-0.695988,-0.595625,-0.094412,-0.404513,0.842601,0.708641,1.268265,-0.226967,-0.738567,-0.098906,0.535183,-0.491447,-0.436472,0.315484,-0.558048,11.02.01@11.02.03.01
1.470269,-0.865166,-0.050993,2.54895,-0.606305,0.043561,0.125091,-0.591715,-0.138207,0.121875,-0.315715,-0.717392,-0.94638,1.553689,-0.793468,1.339667,0.723674,1.132431,-0.196054,1.564016,-1.573547,0.221344,-1.544937,-0.596904,-1.100923,-0.749466,1.703009,-1.439255,0.889278,-1.79943,0.981442,-0.360081,1.101394,-1.662561,0.548487,-0.893004,1.602683,0.0,-0.132757,-1.486839,0.772469,1.392798,2.132968,-0.368447,-0.279344,0.059758,0.496431,-1.281594,-0.304185,0.238249,1.353312,-0.176073,-0.866786,-0.206641,0.013684,0.457397,0.45841,0.583133,0.479738,0.0,-0.720681,-0.723013,-0.097508,-1.127231,-0.150369,-0.249346,-0.343687,-2.258067,-1.602563,-1.08034,2.020043,2.434696,1.370563,-0.61024,1.57193,2.023134,0.720252,01.05@01.06.10@01.07@43.01.03.06
0.638018,-0.434729,0.223524,0.495167,-0.801178,-0.464669,-0.210703,0.675831,-1.85724,1.092832,0.252439,1.395797,-0.385334,1.328954,-1.649184,1.017598,0.390922,0.467189,-2.639519,1.846964,-0.468057,1.391238,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.522039,-0.0,0.0,-1.508571,0.0,0.0,-0.385478,-0.083571,0.793639,0.056936,0.447844,-0.147799,-0.544857,0.139638,-0.676378,-0.339996,-0.033545,0.028258,-0.112274,0.0,-0.113862,0.527013,0.27298,-0.698993,-0.038454,-0.373479,0.124584,0.161384,-0.000943,0.804191,0.598941,-0.058041,0.117494,0.181717,0.210302,-0.879871,1.402012,01.05.25@11.02.03.04.01
0.514065,-0.259366,1.618984,2.637285,-0.75246,-0.398379,0.824663,0.366674,-2.552168,-3.761949,-2.268743,0.567095,1.097431,4.063233,1.872415,2.829233,0.438458,-1.100881,-2.639519,0.836434,-1.382945,2.444142,0.340603,0.428068,-1.014897,-2.414947,-1.112938,-1.3452,1.766652,0.363456,2.145872,-0.202324,1.129347,-1.52413,0.266239,-1.603435,0.356769,0.0,0.334611,-0.772769,0.36556,2.052713,1.197202,-0.490604,-0.021827,-1.62153,-1.80733,0.387081,1.126906,-1.056844,-2.242688,-0.741548,0.713593,2.616866,3.369896,0.749126,0.765882,-0.059354,-0.474058,-2.921059,-0.585833,0.0,0.0,-1.260132,-1.353448,0.526487,1.061128,0.420611,0.66388,1.053092,0.807927,0.187146,0.990845,0.538098,0.652831,-1.619852,-0.387608,10.01.02@10.01.03.03@16.19.03
-0.955655,-0.115887,0.360782,-0.564851,0.441139,-0.553057,-0.658429,-1.859261,0.081244,-0.662358,0.394477,0.691401,0.376086,-0.35656,0.128072,-0.029125,-0.274582,0.704776,0.269368,1.806543,-0.429936,1.079266,-0.0,-0.0,-0.0,-0.476029,1.44488,-0.357619,1.482098,-0.811445,0.552442,-4.750987,0.123027,-1.551817,0.574146,-0.210989,0.400485,0.0,0.826578,-0.001574,0.237062,1.392798,0.032692,-0.510963,0.0,0.0,0.532427,-0.53283,-0.284581,-0.357494,1.508535,-0.23262,0.918457,0.512554,-0.676378,0.185117,-0.402511,-0.263782,-0.934512,-0.545617,0.728943,-0.358422,-0.154506,0.068883,0.129417,-0.559679,3.68345,-0.040237,-0.303136,-0.618096,0.097376,-0.139771,-0.831801,-0.649838,0.176261,-0.595262,-1.026758,11.04.01@11.04.03.01
-1.256682,0.23484,0.543794,0.495167,0.270625,-1.613712,-1.973625,-0.869957,-1.235462,-0.102191,0.110401,2.017324,0.095563,0.28019,-0.892204,0.333202,-0.369654,2.082777,0.773575,0.796013,1.704804,1.391238,-0.0,1.646432,1.157261,-0.227449,0.224637,0.465364,1.173832,0.149838,-0.938845,0.376119,-0.0,0.137041,-1.247636,-1.006673,-0.692421,0.950832,-0.575527,0.398305,-2.075896,1.186575,-2.171558,0.099818,-0.305096,0.765484,-0.565459,-0.425863,0.362351,-0.564709,0.887643,-1.165654,0.655061,0.352733,-0.739111,0.924163,-0.545998,0.261889,-0.770064,0.588923,0.0,-0.306337,1.070955,-0.994329,0.381225,0.371321,1.841581,2.004775,2.265501,0.69752,-0.278798,-1.079655,-0.717886,0.736088,-1.491734,-1.562931,-2.092009,34.11.03.07
